Accession,Length,Length_norm
XM_002297841.3,1243.0,0.07063397129186604
XM_002297842.3,2608.0,0.15227272727272728
XM_002297843.3,1368.0,0.07811004784688995
XM_002297844.3,1662.0,0.09569377990430622
XM_002297845.3,1614.0,0.09282296650717703
XM_002297848.3,654.0,0.0354066985645933
XM_002297849.3,1262.0,0.07177033492822966
XM_002297850.3,1458.0,0.08349282296650717
XM_002297856.3,955.0,0.05340909090909091
XM_002297857.3,1321.0,0.07529904306220096
XM_002297858.3,1272.0,0.07236842105263158
XM_002297859.3,1367.0,0.07805023923444976
XM_002297860.3,772.0,0.042464114832535885
XM_002297861.3,1806.0,0.10430622009569378
XM_002297862.3,1962.0,0.11363636363636365
XM_002297864.3,1083.0,0.06106459330143541
XM_002297869.3,1529.0,0.08773923444976077
XM_002297871.3,3723.0,0.2189593301435407
XM_002297872.3,1378.0,0.07870813397129187
XM_002297873.3,1486.0,0.08516746411483254
XM_002297878.3,1047.0,0.05891148325358852
XM_002297881.3,3053.0,0.17888755980861246
XM_002297882.3,1320.0,0.07523923444976077
XM_002297886.3,1622.0,0.09330143540669857
XM_002297887.3,2278.0,0.13253588516746412
XM_002297889.3,1588.0,0.09126794258373205
XM_002297890.3,1257.0,0.07147129186602871
XM_002297891.2,724.0,0.0395933014354067
XM_002297892.3,1277.0,0.07266746411483253
XM_002297893.3,679.0,0.03690191387559809
XM_002297896.3,1470.0,0.08421052631578947
XM_002297897.2,4490.0,0.2648325358851675
XM_002297898.3,863.0,0.0479066985645933
XM_002297899.3,1199.0,0.0680023923444976
XM_002297901.3,1016.0,0.057057416267942584
XM_002297902.3,3131.0,0.18355263157894738
XM_002297903.2,1089.0,0.061423444976076554
XM_002297905.3,1504.0,0.08624401913875598
XM_002297906.3,1618.0,0.0930622009569378
XM_002297907.2,2254.0,0.13110047846889952
XM_002297908.3,1128.0,0.06375598086124402
XM_002297910.3,2045.0,0.11860047846889953
XM_002297911.3,1132.0,0.06399521531100479
XM_002297912.3,1748.0,0.10083732057416268
XM_002297914.3,2378.0,0.13851674641148326
XM_002297916.3,1370.0,0.07822966507177034
XM_002297917.3,1079.0,0.060825358851674644
XM_002297919.3,1043.0,0.05867224880382775
XM_002297920.3,2067.0,0.11991626794258374
XM_002297921.3,990.0,0.05550239234449761
XM_002297923.3,1271.0,0.07230861244019139
XM_002297924.3,2719.0,0.15891148325358853
XM_002297925.3,2226.0,0.12942583732057417
XM_002297928.3,2350.0,0.1368421052631579
XM_002297929.3,1032.0,0.05801435406698565
XM_002297931.3,1721.0,0.09922248803827752
XM_002297932.3,1409.0,0.08056220095693781
XM_002297934.2,1185.0,0.06716507177033493
XM_002297935.3,2709.0,0.1583133971291866
XM_002297937.3,920.0,0.05131578947368421
XM_002297939.3,1329.0,0.07577751196172249
XM_002297944.3,1103.0,0.06226076555023924
XM_002297945.3,791.0,0.04360047846889952
XM_002297946.3,1300.0,0.07404306220095694
XM_002297947.3,1620.0,0.09318181818181819
XM_002297949.3,1590.0,0.09138755980861245
XM_002297951.3,1544.0,0.08863636363636364
XM_002297952.3,610.0,0.03277511961722488
XM_002297953.3,2854.0,0.16698564593301435
XM_002297954.3,4989.0,0.294677033492823
XM_002297956.3,2092.0,0.12141148325358853
XM_002297957.2,2341.0,0.13630382775119618
XM_002297958.2,2787.0,0.16297846889952153
XM_002297959.3,752.0,0.04126794258373206
XM_002297960.3,776.0,0.04270334928229665
XM_002297961.3,802.0,0.04425837320574163
XM_002297964.2,1986.0,0.11507177033492823
XM_002297965.3,1625.0,0.09348086124401914
XM_002297968.3,1331.0,0.07589712918660288
XM_002297969.3,1908.0,0.1104066985645933
XM_002297970.3,2157.0,0.12529904306220097
XM_002297971.3,1160.0,0.06566985645933014
XM_002297972.3,1573.0,0.09037081339712918
XM_002297974.3,1932.0,0.1118421052631579
XM_002297975.3,724.0,0.0395933014354067
XM_002297976.3,1160.0,0.06566985645933014
XM_002297977.3,1949.0,0.11285885167464116
XM_002297978.3,1472.0,0.08433014354066985
XM_002297980.3,1447.0,0.08283492822966508
XM_002297981.3,2250.0,0.13086124401913876
XM_002297983.2,1579.0,0.09072966507177034
XM_002297984.3,3140.0,0.18409090909090908
XM_002297986.3,1885.0,0.10903110047846891
XM_002297987.3,1956.0,0.11327751196172249
XM_002297988.3,3364.0,0.19748803827751196
XM_002297989.3,901.0,0.050179425837320574
XM_002297991.3,2039.0,0.11824162679425837
XM_002297992.3,1858.0,0.10741626794258373
XM_002297993.3,4189.0,0.24683014354066987
XM_002297994.3,3961.0,0.23319377990430623
XM_002297995.2,1296.0,0.07380382775119618
XM_002297998.3,2077.0,0.12051435406698564
XM_002297999.3,2090.0,0.12129186602870813
XM_002298000.2,1795.0,0.10364832535885168
XM_002298004.3,1131.0,0.0639354066985646
XM_002298005.3,1931.0,0.1117822966507177
XM_002298006.3,1314.0,0.07488038277511962
XM_002298007.2,864.0,0.0479665071770335
XM_002298010.3,727.0,0.03977272727272727
XM_002298011.3,1028.0,0.05777511961722488
XM_002298013.3,1201.0,0.06812200956937799
XM_002298017.3,2048.0,0.1187799043062201
XM_002298018.3,1001.0,0.056160287081339716
XM_002298020.3,1337.0,0.07625598086124402
XM_002298022.3,1753.0,0.10113636363636364
XM_002298025.3,558.0,0.02966507177033493
XM_002298026.3,1305.0,0.0743421052631579
XM_002298027.3,2000.0,0.1159090909090909
XM_002298028.3,1804.0,0.1041866028708134
XM_002298030.2,1182.0,0.06698564593301436
XM_002298031.3,1300.0,0.07404306220095694
XM_002298032.3,2075.0,0.12039473684210526
XM_002298037.3,2611.0,0.15245215311004784
XM_002298038.3,2311.0,0.13450956937799044
XM_002298040.3,1907.0,0.11034688995215311
XM_002298041.3,2413.0,0.14061004784688996
XM_002298043.3,1137.0,0.06429425837320574
XM_002298044.3,1333.0,0.07601674641148326
XM_002298045.2,1484.0,0.08504784688995215
XM_002298047.3,977.0,0.05472488038277512
XM_002298048.3,1921.0,0.11118421052631579
XM_002298050.3,862.0,0.04784688995215311
XM_002298051.3,1130.0,0.0638755980861244
XM_002298053.3,2927.0,0.17135167464114834
XM_002298055.3,1498.0,0.08588516746411483
XM_002298056.3,1323.0,0.07541866028708134
XM_002298057.3,1811.0,0.10460526315789474
XM_002298061.3,991.0,0.0555622009569378
XM_002298063.3,996.0,0.05586124401913876
XM_002298064.3,2477.0,0.1444377990430622
XM_002298067.3,2613.0,0.15257177033492825
XM_002298068.3,935.0,0.052212918660287086
XM_002298071.3,1176.0,0.0666267942583732
XM_002298072.3,1076.0,0.060645933014354066
XM_002298073.3,786.0,0.04330143540669856
XM_002298076.3,3418.0,0.2007177033492823
XM_002298077.3,4219.0,0.2486244019138756
XM_002298079.3,1573.0,0.09037081339712918
XM_002298080.3,1683.0,0.09694976076555024
XM_002298082.3,1424.0,0.08145933014354068
XM_002298083.3,2273.0,0.13223684210526315
XM_002298086.3,3669.0,0.21572966507177035
XM_002298087.3,4692.0,0.2769138755980861
XM_002298088.2,1146.0,0.06483253588516746
XM_002298091.2,1231.0,0.06991626794258374
XM_002298092.3,1168.0,0.06614832535885168
XM_002298093.3,1157.0,0.06549043062200957
XM_002298095.2,1235.0,0.0701555023923445
XM_002298096.3,2182.0,0.12679425837320574
XM_002298097.3,1708.0,0.09844497607655503
XM_002298100.3,1735.0,0.1000598086124402
XM_002298112.3,1816.0,0.1049043062200957
XM_002298114.3,1590.0,0.09138755980861245
XM_002298115.3,961.0,0.05376794258373206
XM_002298117.2,741.0,0.04061004784688995
XM_002298118.3,564.0,0.030023923444976078
XM_002298119.3,1902.0,0.11004784688995216
XM_002298122.3,1487.0,0.08522727272727273
XM_002298132.3,1038.0,0.0583732057416268
XM_002298135.3,1678.0,0.09665071770334928
XM_002298136.3,3043.0,0.17828947368421053
XM_002298137.3,1013.0,0.056877990430622014
XM_002298139.3,2248.0,0.13074162679425838
XM_002298142.2,1088.0,0.06136363636363636
XM_002298145.3,1941.0,0.11238038277511962
XM_002298148.3,569.0,0.030322966507177033
XM_002298149.2,1900.0,0.10992822966507178
XM_002298150.2,2041.0,0.11836124401913876
XM_002298152.3,2105.0,0.12218899521531101
XM_002298157.3,956.0,0.0534688995215311
XM_002298159.3,6379.0,0.377811004784689
XM_002298160.3,1641.0,0.09443779904306221
XM_002298165.3,3264.0,0.19150717703349282
XM_002298167.3,2407.0,0.14025119617224882
XM_002298171.3,2014.0,0.1167464114832536
XM_002298173.3,1486.0,0.08516746411483254
XM_002298175.3,806.0,0.0444976076555024
XM_002298179.3,1857.0,0.10735645933014354
XM_002298185.2,2291.0,0.1333133971291866
XM_002298187.3,2136.0,0.12404306220095694
XM_002298188.3,1932.0,0.1118421052631579
XM_002298189.3,942.0,0.052631578947368425
XM_002298192.3,2180.0,0.12667464114832536
XM_002298194.3,1787.0,0.10316985645933015
XM_002298197.3,1063.0,0.05986842105263158
XM_002298200.3,1146.0,0.06483253588516746
XM_002298202.3,1558.0,0.08947368421052632
XM_002298203.3,2701.0,0.15783492822966508
XM_002298205.3,2489.0,0.1451555023923445
XM_002298209.3,1346.0,0.07679425837320575
XM_002298213.3,1443.0,0.0825956937799043
XM_002298214.3,864.0,0.0479665071770335
XM_002298215.3,1077.0,0.06070574162679426
XM_002298216.3,930.0,0.05191387559808613
XM_002298217.2,1499.0,0.08594497607655503
XM_002298218.3,672.0,0.03648325358851675
XM_002298221.3,849.0,0.04706937799043062
XM_002298224.3,1389.0,0.07936602870813397
XM_002298225.3,1222.0,0.06937799043062201
XM_002298227.3,1800.0,0.10394736842105264
XM_002298228.2,1635.0,0.09407894736842105
XM_002298230.3,1577.0,0.09061004784688996
XM_002298234.3,1644.0,0.09461722488038278
XM_002298235.3,1712.0,0.09868421052631579
XM_002298239.3,2064.0,0.11973684210526316
XM_002298241.3,1189.0,0.06740430622009569
XM_002298245.3,1260.0,0.07165071770334928
XM_002298253.3,1325.0,0.07553827751196172
XM_002298254.3,1339.0,0.0763755980861244
XM_002298257.3,2726.0,0.15933014354066985
XM_002298262.3,2664.0,0.155622009569378
XM_002298263.3,1510.0,0.08660287081339713
XM_002298265.3,749.0,0.04108851674641149
XM_002298266.3,1461.0,0.08367224880382776
XM_002298270.3,1568.0,0.09007177033492823
XM_002298272.3,1975.0,0.11441387559808613
XM_002298273.3,1556.0,0.08935406698564594
XM_002298275.3,3024.0,0.1771531100478469
XM_002298276.3,975.0,0.05460526315789474
XM_002298277.2,882.0,0.04904306220095694
XM_002298278.3,1899.0,0.10986842105263159
XM_002298279.3,1472.0,0.08433014354066985
XM_002298280.3,1194.0,0.06770334928229665
XM_002298281.3,2130.0,0.1236842105263158
XM_002298284.3,1606.0,0.0923444976076555
XM_002298285.3,603.0,0.03235645933014354
XM_002298286.3,4836.0,0.2855263157894737
XM_002298287.3,1971.0,0.11417464114832536
XM_002298292.3,1025.0,0.05759569377990431
XM_002298294.3,1715.0,0.09886363636363636
XM_002298295.3,894.0,0.049760765550239235
XM_002298296.3,1190.0,0.06746411483253589
XM_002298298.3,809.0,0.04467703349282297
XM_002298299.3,1888.0,0.10921052631578948
XM_002298301.3,1285.0,0.07314593301435407
XM_002298305.3,2017.0,0.11692583732057417
XM_002298306.3,893.0,0.049700956937799044
XM_002298309.3,867.0,0.04814593301435407
XM_002298314.3,1127.0,0.06369617224880383
XM_002298315.3,1531.0,0.08785885167464115
XM_002298317.3,1314.0,0.07488038277511962
XM_002298318.3,2145.0,0.12458133971291867
XM_002298319.3,1037.0,0.0583133971291866
XM_002298320.2,1771.0,0.10221291866028709
XM_002298321.2,879.0,0.048863636363636366
XM_002298322.3,2643.0,0.15436602870813398
XM_002298325.3,1283.0,0.07302631578947369
XM_002298326.3,668.0,0.03624401913875598
XM_002298327.3,2786.0,0.16291866028708135
XM_002298329.3,1863.0,0.1077153110047847
XM_002298330.3,1080.0,0.060885167464114834
XM_002298331.3,2778.0,0.1624401913875598
XM_002298333.3,1769.0,0.10209330143540671
XM_002298337.3,1330.0,0.07583732057416268
XM_002298339.3,1077.0,0.06070574162679426
XM_002298342.3,1631.0,0.09383971291866029
XM_002298344.3,1995.0,0.11561004784688995
XM_002298347.3,3932.0,0.23145933014354067
XM_002298348.3,1810.0,0.10454545454545455
XM_002298349.3,1966.0,0.11387559808612441
XM_002298351.3,813.0,0.044916267942583736
XM_002298355.2,2650.0,0.1547846889952153
XM_002298357.3,2219.0,0.12900717703349282
XM_002298358.3,2040.0,0.11830143540669857
XM_002298359.3,1701.0,0.09802631578947368
XM_002298364.3,1472.0,0.08433014354066985
XM_002298366.3,1352.0,0.07715311004784689
XM_002298367.3,2791.0,0.1632177033492823
XM_002298368.3,2065.0,0.11979665071770336
XM_002298369.3,1941.0,0.11238038277511962
XM_002298370.3,1557.0,0.08941387559808613
XM_002298372.3,1918.0,0.11100478468899522
XM_002298374.3,1956.0,0.11327751196172249
XM_002298377.3,1740.0,0.10035885167464115
XM_002298380.3,1439.0,0.08235645933014354
XM_002298382.2,1338.0,0.07631578947368421
XM_002298384.3,1200.0,0.0680622009569378
XM_002298387.3,1225.0,0.06955741626794258
XM_002298392.2,1460.0,0.08361244019138757
XM_002298394.3,2207.0,0.12828947368421054
XM_002298397.3,641.0,0.034629186602870815
XM_002298398.3,2889.0,0.16907894736842105
XM_002298401.3,1620.0,0.09318181818181819
XM_002298402.3,663.0,0.03594497607655502
XM_002298404.3,1150.0,0.06507177033492823
XM_002298406.3,1146.0,0.06483253588516746
XM_002298407.3,657.0,0.035586124401913874
XM_002298408.2,2699.0,0.1577153110047847
XM_002298410.3,1922.0,0.11124401913875598
XM_002298411.3,1234.0,0.07009569377990431
XM_002298413.3,3706.0,0.2179425837320574
XM_002298414.3,1501.0,0.08606459330143541
XM_002298415.3,1833.0,0.10592105263157894
XM_002298417.3,2371.0,0.13809808612440191
XM_002298420.3,2329.0,0.1355861244019139
XM_002298423.3,2824.0,0.1651913875598086
XM_002298424.3,1390.0,0.07942583732057416
XM_002298428.2,1974.0,0.11435406698564593
XM_002298433.3,3984.0,0.23456937799043062
XM_002298434.3,1843.0,0.10651913875598086
XM_002298437.3,2387.0,0.139055023923445
XM_002298438.3,1618.0,0.0930622009569378
XM_002298441.3,637.0,0.03438995215311005
XM_002298442.3,4071.0,0.23977272727272728
XM_002298444.3,1400.0,0.08002392344497608
XM_002298446.2,1392.0,0.07954545454545454
XM_002298448.3,1646.0,0.09473684210526316
XM_002298449.3,1616.0,0.09294258373205742
XM_002298451.2,1353.0,0.07721291866028708
XM_002298453.3,2683.0,0.15675837320574162
XM_002298455.3,1235.0,0.0701555023923445
XM_002298458.3,1623.0,0.09336124401913876
XM_002298463.2,930.0,0.05191387559808613
XM_002298465.3,1676.0,0.0965311004784689
XM_002298468.3,651.0,0.035227272727272725
XM_002298471.2,3066.0,0.17966507177033494
XM_002298472.2,856.0,0.04748803827751196
XM_002298473.3,2203.0,0.12805023923444978
XM_002298475.3,2269.0,0.1319976076555024
XM_002298476.3,1827.0,0.1055622009569378
XM_002298477.3,2229.0,0.12960526315789475
XM_002298480.3,1355.0,0.07733253588516746
XM_002298483.3,2494.0,0.14545454545454545
XM_002298484.3,2348.0,0.13672248803827752
XM_002298486.3,4156.0,0.24485645933014355
XM_002298488.3,1175.0,0.06656698564593301
XM_002298489.3,2461.0,0.14348086124401915
XM_002298492.3,1800.0,0.10394736842105264
XM_002298493.3,694.0,0.03779904306220096
XM_002298494.3,1368.0,0.07811004784688995
XM_002298495.3,1804.0,0.1041866028708134
XM_002298496.3,1700.0,0.0979665071770335
XM_002298499.3,1810.0,0.10454545454545455
XM_002298500.3,857.0,0.04754784688995215
XM_002298501.3,1359.0,0.07757177033492824
XM_002298502.3,2259.0,0.1313995215311005
XM_002298505.3,1595.0,0.0916866028708134
XM_002298509.3,1578.0,0.09066985645933015
XM_002298510.2,1142.0,0.0645933014354067
XM_002298511.3,1515.0,0.08690191387559809
XM_002298512.3,1142.0,0.0645933014354067
XM_002298513.3,1995.0,0.11561004784688995
XM_002298514.3,1943.0,0.1125
XM_002298516.3,3171.0,0.18594497607655502
XM_002298517.3,1500.0,0.08600478468899522
XM_002298520.3,1054.0,0.05933014354066986
XM_002298522.3,874.0,0.04856459330143541
XM_002298525.3,1869.0,0.10807416267942584
XM_002298529.3,2018.0,0.11698564593301436
XM_002298531.3,1099.0,0.06202153110047847
XM_002298532.3,1270.0,0.0722488038277512
XM_002298535.3,2464.0,0.1436602870813397
XM_002298536.3,2471.0,0.14407894736842106
XM_002298539.3,1555.0,0.08929425837320575
XM_002298540.3,2562.0,0.14952153110047847
XM_002298543.3,723.0,0.03953349282296651
XM_002298544.3,2592.0,0.1513157894736842
XM_002298545.3,810.0,0.04473684210526316
XM_002298547.3,1214.0,0.06889952153110047
XM_002298550.3,2027.0,0.11752392344497609
XM_002298551.3,2266.0,0.13181818181818183
XM_002298552.3,1438.0,0.08229665071770335
XM_002298553.2,1610.0,0.09258373205741627
XM_002298554.3,840.0,0.0465311004784689
XM_002298555.3,3065.0,0.17960526315789474
XM_002298556.3,2020.0,0.11710526315789474
XM_002298557.3,1883.0,0.10891148325358851
XM_002298558.3,1415.0,0.08092105263157895
XM_002298559.3,824.0,0.045574162679425836
XM_002298561.3,1831.0,0.10580143540669856
XM_002298563.3,1992.0,0.11543062200956938
XM_002298564.3,1676.0,0.0965311004784689
XM_002298565.3,2287.0,0.13307416267942584
XM_002298569.3,1113.0,0.06285885167464116
XM_002298570.3,1235.0,0.0701555023923445
XM_002298571.3,1892.0,0.10944976076555024
XM_002298572.3,2464.0,0.1436602870813397
XM_002298575.3,1941.0,0.11238038277511962
XM_002298576.3,2158.0,0.12535885167464114
XM_002298579.3,3099.0,0.18163875598086124
XM_002298580.3,722.0,0.039473684210526314
XM_002298581.3,1869.0,0.10807416267942584
XM_002298582.3,2081.0,0.12075358851674642
XM_002298583.2,2635.0,0.15388755980861243
XM_002298584.3,1845.0,0.10663875598086124
XM_002298590.3,864.0,0.0479665071770335
XM_002298591.3,1056.0,0.05944976076555024
XM_002298594.3,1344.0,0.07667464114832537
XM_002298595.3,965.0,0.05400717703349282
XM_002298596.3,947.0,0.05293062200956938
XM_002298597.3,1238.0,0.07033492822966507
XM_002298603.3,2293.0,0.133433014354067
XM_002298604.3,1687.0,0.097188995215311
XM_002298607.3,1667.0,0.09599282296650719
XM_002298608.3,1751.0,0.10101674641148325
XM_002298611.2,2728.0,0.15944976076555023
XM_002298612.3,2052.0,0.11901913875598086
XM_002298613.3,1936.0,0.11208133971291866
XM_002298616.3,1357.0,0.07745215311004786
XM_002298620.2,888.0,0.049401913875598086
XM_002298621.3,920.0,0.05131578947368421
XM_002298622.3,1309.0,0.07458133971291867
XM_002298625.3,1140.0,0.06447368421052632
XM_002298626.3,950.0,0.053110047846889955
XM_002298630.3,837.0,0.046351674641148324
XM_002298631.3,1902.0,0.11004784688995216
XM_002298632.3,1224.0,0.06949760765550239
XM_002298633.3,2115.0,0.12278708133971292
XM_002298635.3,2163.0,0.1256578947368421
XM_002298636.3,1858.0,0.10741626794258373
XM_002298639.3,1922.0,0.11124401913875598
XM_002298640.3,971.0,0.05436602870813397
XM_002298641.3,712.0,0.038875598086124404
XM_002298642.3,1911.0,0.11058612440191389
XM_002298643.3,2006.0,0.11626794258373206
XM_002298648.3,4085.0,0.24061004784688997
XM_002298650.3,1464.0,0.08385167464114833
XM_002298651.3,2096.0,0.12165071770334929
XM_002298653.3,842.0,0.04665071770334928
XM_002298654.3,3133.0,0.18367224880382776
XM_002298660.3,1380.0,0.07882775119617225
XM_002298662.3,2026.0,0.11746411483253588
XM_002298663.3,1412.0,0.08074162679425838
XM_002298664.3,3049.0,0.17864832535885167
XM_002298666.3,1874.0,0.1083732057416268
XM_002298667.3,1788.0,0.10322966507177034
XM_002298669.3,1164.0,0.06590909090909092
XM_002298670.3,4149.0,0.2444377990430622
XM_002298672.3,1142.0,0.0645933014354067
XM_002298673.3,1002.0,0.056220095693779906
XM_002298674.3,1852.0,0.10705741626794259
XM_002298676.3,913.0,0.05089712918660287
XM_002298684.3,1382.0,0.07894736842105263
XM_002298685.2,770.0,0.042344497607655504
XM_002298687.3,937.0,0.05233253588516747
XM_002298689.3,1331.0,0.07589712918660288
XM_002298692.3,2302.0,0.1339712918660287
XM_002298693.3,1056.0,0.05944976076555024
XM_002298698.3,1695.0,0.09766746411483254
XM_002298701.3,1805.0,0.10424641148325359
XM_002298703.3,1791.0,0.10340909090909091
XM_002298704.3,1775.0,0.10245215311004785
XM_002298706.2,1129.0,0.06381578947368421
XM_002298707.3,1705.0,0.09826555023923446
XM_002298710.3,2136.0,0.12404306220095694
XM_002298711.3,1167.0,0.06608851674641149
XM_002298712.3,1207.0,0.06848086124401914
XM_002298714.3,1385.0,0.07912679425837321
XM_002298715.2,309.0,0.014772727272727272
XM_002298716.3,1513.0,0.08678229665071771
XM_002298719.3,3338.0,0.195933014354067
XM_002298722.3,1572.0,0.090311004784689
XM_002298723.2,2340.0,0.13624401913875597
XM_002298724.3,2415.0,0.14072966507177034
XM_002298725.3,874.0,0.04856459330143541
XM_002298729.3,630.0,0.03397129186602871
XM_002298730.3,1256.0,0.07141148325358852
XM_002298731.3,1313.0,0.07482057416267943
XM_002298735.3,2558.0,0.1492822966507177
XM_002298736.3,2664.0,0.155622009569378
XM_002298737.3,1242.0,0.07057416267942584
XM_002298741.3,2215.0,0.12876794258373206
XM_002298743.3,1017.0,0.057117224880382775
XM_002298745.3,1666.0,0.095933014354067
XM_002298747.3,1218.0,0.06913875598086125
XM_002298750.3,1796.0,0.10370813397129187
XM_002298754.3,1769.0,0.10209330143540671
XM_002298755.3,2335.0,0.13594497607655504
XM_002298757.3,1108.0,0.06255980861244019
XM_002298758.3,1701.0,0.09802631578947368
XM_002298759.3,2426.0,0.14138755980861245
XM_002298760.3,1608.0,0.09246411483253589
XM_002298761.2,612.0,0.03289473684210526
XM_002298762.3,1924.0,0.11136363636363637
XM_002298765.3,1931.0,0.1117822966507177
XM_002298766.3,1536.0,0.0881578947368421
